Progress,ResponseId,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q7_1,Q8_1,Q9_1,Q10,Q11,Q12,Q14,Q13,Q14,Q15_1,Q15_2,Q16,Q17,Q18,Q19_1,Q19_2,Q19_3,Q19_4,Q20,Q21,Q22_1,Q23,Q24,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q28,Q29,Q30,Q33,Q31,Q32_1,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q34_6,Q34_7,Q34_8,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_7,Q35_8,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_9,Q36_10,Q36_11,Q36_12,Q36_13,Q36_14,Q37_1,Q37_2,Q37_3,Q37_4,Q38_1,Q38_2,Q38_3,Q38_4,Q39_1,Q40,Q41_1,Q41_2,Q41_3,Q41_4,Q41_5,Q42,Q43_1,Q43_2,Q43_3,Q43_4,Q43_5,Q44,Q45,Q46_1,Q46_2,Q46_3,Q46_4,Q46_5,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,Q47_6,Q47_7,Q47_8,Q47_9,Q47_10,Q47_11,Q47_12,Q47_13,Q47_14,Q47_15,Q47_16,Q48,Q49_1,Q50,Q51_1,Q51_2,Q51_3,Q51_4,Q51_5,Q51_6,Q52_1,Q53_1,Q54_1,Q55_1,Q56_1,Q57,Q58_1,Q59,Q60_1,Q61,Q62_1,Q63,Q64_1,Q65,Q66_1,Q67,Q68_1,Q69,Q70_1,Q71,Q72_1,Q73_1,Q74_1,Q74_2,Q74_3,Q75,Q76_1,Q77_1,Q78,Q79,Q80,Q80_1,Q80_2,Q80_3,Q80_4,Q80_5,Q80_6,Q80_7,Q80_8,Q80_9,Q81_1,Q82_1,Q82_2,Q82_3,Q82_4,Q83,Q84_1,Q85_1,Q86_1,Q87_1,Q87_2,Q87_3,Q87_4,Q87_5,Q87_6,Q87_7,Q87_8,Q88,Q89,Q90,Q91,Q92,Q93_1,Q93_2,Q93_3,Q93_4,Q93_5,Q93_6,Q93_7,Q93_8,Q93_9,Q94_1,Q94_2,Q94_3,Q94_4,Q94_5,Q94_6,Q94_7,Q95,Q96_1,Q96_2,Q96_3,Q96_4,Q96_5,Q96_6,Q96_7,Q96_8,Q97_1,Q97_2,Q97_3,Q97_4,Q97_5,Q98,Q99,Q100,Q101_1,Q102_1,Q103_1,Q104_1,Q105_1,Q105_2,Q105_3,Q105_4,Q106,Q107_1,Q108_1,Q108_2,Q108_3,Q108_4,Q109_1,Q109_2,Q109_3,Q109_4,Q109_5,Q109_6,Q109_7,Q109_8,Q109_9,Q109_10,Q109_11,Q109_12,Q109_13,Q109_14,Q110_1,Q111_1,Q111_2,Q111_3,Q111_4,Q111_5,Q112,Q113,Q113_1,Q113_2,Q113_3,Q113_4,Q114_1,Q115,Q115_1,Q115_2,Q115_3,Q115_4,Q115_5,Q116_1,Q117_1,Q117_2,Q117_3,Q117_4,Q118,Q119,Q120,Q121,Q122,Q123,Q124,Q125_1,Q126,Q127_1,Q128,Q129,Q130_1,Q131_1,Q132_1,Q132_2,Q133_1,Q133_2,Q133_3,Q133_4,Q133_5,Q133_6,Q133_7,Q134_1,Q134_2,Q134_3,Q134_4,Q134_5,Q135_1,Q136_1,Q136_2,Q136_3,Q136_4,Q136_5,Q136_6,Q137,Q138_1,Q138_2,Q138_3,Q138_4,Q138_5,Q138_6,Q138_7,Q139,Q139_1,Q139_2,Q139_3,Q140,Q141_1,Q142,Q143,Q144,Q145_1,Q145_2,Q145_3,Q145_4,Q145_5,Q145_6,Q145_7,Q146_1,Q147_1
100,R_1P8aHsslbhwQHVV,398,2,31,2,White,0,2,0,0,2,,5,4,5,2,5,2,2,3,2,,,,,,2,,1,5,5,5,2,1,5,1,1,1,1,1,4,2,,3,2,10,10,11,11,11,,,,,,,,,,5,5,5,2,3,,5,5,1,1,,,,,5,5,5,,4,4,1,5,240,2,,,,,,1,Music,Swimming,Dance,Sports,,3,2,,,,,,1,2,3,1,1,1,,2,1,1,2,2,5,2,,2,1,100,0,,,,,,,0,,,,,1,3,1,9,1,10,1,10,2,,2,,2,,2,,20,100,5,5,2,120,60,4,3,"1,2,5,6,7,8,9",1,1,0,0,1,1,1,1,1,21,100,0,0,0,,,,,8,7,6,2,5,4,3,,,5,1,1,4,5,5,,2,5,5,1,2,5,3,3,5,5,5,1,,4,2,5,1,5,5,1,5,1,4,2,2,1,,,5,,3,6,,24,5,4,4,4,1,12,5,4,4,2,1,5,5,3,1,1,5,5,4,2,1,,,5,5,,,,,,1,4,0,0,0,1,,,,,,,,20,,,,20,2,1,17,1,2,2,2,360,4,2,1,1,30,12,1,1,3,1,3,4,3,3,3,4,4,3,3,3,50,Baltic,50,,,,,1,3,4,3,3,3,3,3,"1,2,3",1,1,1,2,0,,2,5,2,1,5,5,4,3,2,11,1
100,R_306U2uAjGKLHCwQ,758,2,40,2,White,0,2,0,0,2,,3,7,4,3,4,5,1,5,1,45,6,1.75,4,5,2,,1,4,4,5,5,5,4,2,1,5,2,2,2,1,24,5,7,6,7,10,14,15,17,,,,,,,,,5,5,5,5,5,5,5,5,3,4,2,4,4,1,5,5,5,5,4,5,5,5,360,2,,,,,,1,Gymnastics,Swimming,Dance,,,1,5,1,1,2,2,,3,4,2,5,2,1,1,2,2,3,4,2,2,4,4,4,1,100,0,,,,,,,0,,,,,1,8,1,18,1,6,1,18,1,20,1,23,2,,2,,80,100,50,50,2,120,60,3,4,"1,3,7,8,9",1,0,1,0,0,0,1,1,1,20,100,0,0,0,,,,,2,3,5,8,7,6,1,4,3,5,2,2,3,4,3,2,3,2,2,4,4,,4,4,1,4,1,2,,2,3,4,2,5,5,2,5,2,2,2,1,4,,2,4,1,3,30,,4,4,4,4,3,1,4,4,4,4,3,2,4,4,2,2,2,5,5,4,4,2,2,2,3,15,2,2,4,3,2,1,4,0,0,0,1,20,"1,4",1,0,0,1,0,60,0,0,40,20,2,1,17,2,2,2,1,90,2,11,1,,,,5,5,5,1,5,3,,3,4,5,5,2,2,3,50,Australia,50,,,,,2,3,3,3,3,1,4,3,3,0,0,1,2,6,3,2,2,3,1,5,4,2,2,2,11,1
100,R_3oTREqiUhH2jOQx,1695,2,47,2,White,0,2,0,0,2,,5,5,5,4,2,5,2,5,1,9,36,14,8,5,2,,1,3,2,3,1,2,2,3,4,2,2,3,3,2,,,,10,11,,,12,14,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120,2,,,,,,3,,,,,,1,3,5,5,5,5,4,2,4,5,4,4,3,4,5,3,2,2,2,2,4,2,3,2,50,1,French,50,English,50,,,75,,1,75,1,2,,1,,1,10,1,12,1,24,1,14,2,,1,24,,70,,,2,180,0,1,5,,,,,,,,,,,7,60,40,0,0,,,,,3,4,5,6,1,7,2,,1,4,3,3,4,5,2,5,4,4,3,2,1,,5,2,5,5,4,1,,4,2,4,3,4,2,2,5,2,5,2,2,2,,4,5,4,3,35,,5,5,3,3,2,1,3,3,2,2,1,2,3,3,4,1,2,4,4,4,4,3,1,2,4,30,4,3,4,2,3,1,"1,2",1,1,0,0,,"1,3",1,0,1,0,0,120,,,120,,2,1,18,1,2,2,1,30,2,10,1,2,60,12,4,5,5,1,,3,1,4,5,4,3,1,2,4,50,France,50,,,,,1,4,3,3,3,3,4,2,3,0,0,1,2,0,,2,3,2,2,1,4,4,2,2,10,1
100,R_2rSztJ2jx0k8Pa9,1025,2,39,2,White,0,4,0,1,2,,6,2,3,2,4,4,2,2,2,,,,,,2,,1,2,1,2,2,2,1,2,1,2,1,2,2,2,,3,6,4,7,9,11,12,13,,,,,,,,,5,5,5,5,5,5,5,5,3,2,1,2,2,1,2,4,5,5,2,2,5,5,360,1,Little saplings nature program parent and tot,,,,,,,,,,,1,5,2,1,3,3,1,2,3,2,2,2,3,4,3,2,2,2,2,1,2,4,2,2,50,1,Italian,40,Dutch ,5,ASL,5,50,,0,50,0,2,,1,10,1,7,1,8,1,24,1,16,1,24,2,,1000,75,1000,2000,2,240,60,1,4,"4,",0,0,0,1,0,0,0,0,0,14,75,20,5,0,2,,,,1,2,4,3,5,6,7,8,2,2,3,2,4,4,2,4,2,4,4,1,1,1,4,4,3,2,2,1,1,4,1,4,3,3,1,1,1,1,4,1,1,1,1,2,3,1,10,1,35,23,4,3,3,3,1,1,3,5,5,5,1,3,3,2,1,4,5,5,3,2,4,5,4,4,120,5,3,4,1,2,2,"1,3",1,0,1,0,6,3,0,0,1,0,0,120,5,5,50,60,1,1,9,1,2,2,2,120,2,2,2,,60,16,4,4,3,2,3,4,3,4,4,4,4,2,3,3,50,Italy,40,Classical,10,,,2,3,5,3,2,2,4,4,"1,2",1,1,0,3,0,,2,3,3,3,2,2,2,5,5,10,1
100,R_3oyBInStOvXCkND,222,1,33,2,White ,1,2,0,0,2,,4,4,4,1,4,2,2,3,2,,,,,,2,,1,4,3,2,1,1,5,1,4,1,2,2,2,2,,3,0.4,0.5,0,4,0,0,0,,,,,,,,,3,4,3,1,,,3,4,,,,,,,2,,,,2,5,,,300,2,,,,,,2,,,,,,1,1,,,,,,1,4,5,2,,,,3,,1,,,2,3,,2,2,80,1,French ,20,,,,,20,,0,0,0,1,4,2,,,,2,,1,6,2,,2,,2,,,,,,2,420,120,3,3,"1,2,4,5,6,7,8",1,1,0,1,1,1,1,1,0,14,95,5,0,0,,,,,1,2,5,6,4,8,3,7,,,2,,4,5,3,,2,,,1,2,,2,3,,2,,,,4,4,4,,4,,4,4,,,2,1,1,,1,5,,0,0,,24,5,3,5,5,1,2,5,5,2,1,1,,,,,,2,2,2,,1,,,,10,,,,,,1,4,0,0,0,1,0,,,,,,,0,0,0,0,0,2,3,,1,,,,300,5,6,2,,120,,,,1,1,,,5,,,4,,,,,50,World wild instrumental ,50,,,,,2,,,,,,,,3,0,0,1,3,0,,2,4,2,2,3,5,2,1,2,12,3
100,R_1QN8ybSY5yR95mq,704,2,34,2,South East Asian ,1,2,0,0,2,,6,6,,3,5,2,2,3,2,,,,,,2,,1,3,1,4,1,1,5,1,1,1,1,2,2,2,,,,,,,,,17,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,,5,,5,5,5,5,4,5,1,1,,1,Swimming,,,,,,,,,,,1,2,1,,2,,,2,5,5,2,2,,,,,,,,,,,,2,90,1,Urdu,,,,,,10,,0,50,0,,,1,18,1,,1,,1,,1,,1,23,2,,4,100,,,2,,30,4,2,"1,2,3,4,5,6,7,8",1,1,1,1,1,1,1,1,0,7,100,0,0,0,,,,,2,1,,3,,,4,,3,1,2,2,4,4,4,4,4,,4,2,3,,5,5,,5,,,,2,3,4,2,5,5,1,5,1,4,2,1,1,,,5,,1,2,,12,5,5,5,5,1,7,5,5,5,5,1,2,1,,4,4,4,2,1,1,4,5,1,5,120,4,2,4,2,3,2,3,0,0,1,0,,"3,4",0,0,1,1,0,60,,,60,10,2,1,8,1,2,1,1,300,4,,2,,,17,4,4,1,1,4,4,5,,4,3,4,3,3,3,50,India,40,Middle East,10,,,2,1,3,1,3,1,4,2,2,0,1,0,1,,,2,4,2,2,1,5,5,,5,9,1
100,R_2D2irKOYT1zj7mM,1150,2,36,2,South Asian ,1,5,0,0,2,,6,5,3,3,3,5,2,4,1,35,8,30,9,4,2,,1,1,1,1,2,,3,3,2,1,2,2,2,2,,6,6,9,10,10,10,10,10,,,,,,,,,4,5,5,,5,,5,,5,4,5,3,5,,2,2,2,2,2,2,2,2,120,1,Swimming,Soccer,,,,,,,,,,3,3,5,5,5,5,1,2,,1,2,1,3,2,2,2,2,3,2,2,2,2,2,2,50,1,Tamil,50,,,,,50,,1,50,0,2,,1,24,1,,1,,1,36,1,,1,36,1,36,100,80,100,100,1,180,30,4,3,"1,2,3,4,5,6,7,8,9,,",1,1,1,1,1,1,1,1,1,10,100,0,0,0,,,,,1,1,1,1,1,1,1,,1,2,2,2,4,5,2,3,5,5,5,2,2,,5,5,5,5,5,2,,2,2,5,3,5,5,1,5,1,2,2,2,2,,2,5,1,0,36,,5,5,,5,5,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,,120,2,2,1,5,1,2,3,0,0,1,0,36,1,1,0,0,0,0,60,,,,,1,1,18,2,2,2,2,60,1,6,2,,60,12,5,5,1,1,1,1,1,1,,4,5,3,3,3,50,,,,,,,1,1,4,2,2,2,,,2,0,1,0,1,2,2,2,1,2,2,4,4,4,2,2,11,1
100,R_RCbNr3MKVUyBtnP,1044,1,40,2,Chinese,1,2,0,0,2,,5,5,,2,4,1,2,3,1,0,5,18,5,5,2,,1,1,2,2,4,2,3,1,5,1,1,3,2,2,,2,,7,8,8,9,10,12,,,,,,,,,5,5,5,5,5,5,5,4,4,2,3,4,2,1,5,5,5,5,2,3,2,2,50,1,Catching,Running,Kicking,Dance party,Going outside,,,,,,,1,2,3,,3,3,,2,4,3,2,5,1,4,2,2,2,4,4,2,2,2,2,2,90,1,Cantonese,,,,,,10,,0,15,0,2,,,,1,7,1,7,1,25,1,25,1,25,1,30,,90,200,250,2,360,30,1,5,"2,3",0,1,1,0,0,0,0,0,0,10,100,0,0,0,,,,,4,3,6,5,2,7,1,8,3,3,2,2,4,4,5,4,5,2,2,1,1,1,5,5,3,5,2,1,1,3,5,4,5,5,4,5,4,5,2,2,2,2,2,2,2,3,2,0,,24,5,5,5,5,2,,,,,,1,,2,5,,1,5,5,5,2,2,2,2,5,30,,,5,,2,1,3,0,0,1,0,6,5,0,0,0,0,1,120,,,45,60,1,1,8,1,3,3,3,60,2,5,1,1,480,12,5,5,5,1,3,5,3,3,5,5,3,2,2,4,50,Australia ,,,,,,2,5,5,,,3,5,1,"1,2,3",1,1,1,1,7,1,3,4,5,4,2,5,5,5,4,10,1
100,R_2e2c7GKaI2mM9Zx,110,1,31,2,Black,1,2,1,0,2,,5,6,3,3,4,5,2,2,2,,,,,,2,,1,2,4,4,2,1,4,4,3,3,2,2,2,2,,3,0,0,0,0,0,0,0,3,5,5,5,6,9,10,12,4,,,,,,,,,,,,,,,,,,,,,,30,2,,,,,,1,Swimming,Football,,,,,1,,,,,,,4,4,,,,,,,,,4,2,,,,2,80,1,French,20,,,,,20,90,0,20,0,1,3,2,,2,,2,,2,,2,,2,,2,,,,,,,60,15,3,4,"1,5,9",1,0,0,0,1,0,0,0,1,5,90,10,0,0,2,,,,6,7,3,5,2,4,1,8,2,,2,,3,,,5,,,,,,,,,,,,,,1,2,,1,3,1,,4,1,,,,,,,4,,0,0,2,24,5,2,3,2,1,4,4,2,2,1,,,,,,,5,,,,,,,,0,2,2,,1,,1,4,0,0,0,1,0,,,,,,,0,0,0,0,0,2,1,,2,,,,30,4,5,,,3,0,,,5,1,3,4,4,,3,5,4,4,2,3,50,Jamaica,40,Africa,10,,,2,,5,,,,,,,,,,,0,,2,2,4,2,3,5,2,5,5,8,4
100,R_1QN2dPSAg4gGmf1,897,2,36,2,South Asian,1,2,1,0,2,,6,6,7,3,4,3,1,5,2,,,,,,2,,1,3,2,2,3,1,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,5,,,5,,5,5,5,5,5,1,,4,1,4,5,5,5,2,3,4,2,,2,,,,,,2,,,,,,1,2,5,1,5,5,,2,2,2,1,1,4,2,2,2,1,,2,,4,2,1,2,70,1,punjabi,30,,,,,30,30,1,30,1,2,,1,,1,12,1,,1,,1,,1,,2,,,50,15,20,2,,,,2,"1,3,5,8",1,0,1,0,1,0,0,1,0,2,100,0,0,0,1,1,1,2,4,3,5,1,6,7,2,8,,4,,2,4,5,2,4,3,2,2,2,1,,4,3,1,3,1,1,,,2,4,2,5,3,2,5,1,4,,2,2,,4,5,3,,,70,,5,5,5,4,1,12,3,2,4,2,1,4,4,3,2,1,4,1,2,2,3,3,2,2,,,,,,,1,3,0,0,1,0,,"1,4",1,0,0,1,0,60,40,5,5,10,2,2,14,3,3,2,2,120,4,4,1,3,,,4,5,3,1,4,4,,4,5,4,4,2,3,3,50,India,50,,,,,2,1,1,1,1,1,2,2,"2,3",0,1,1,1,,,2,3,2,2,4,4,4,2,,10,1
100,R_RnrqvD4L32MzRYJ,710,1,43,2,Asian,1,3,0,0,2,,6,6,4,2,5,3,2,5,2,,,,,,2,,1,2,3,5,5,3,3,1,3,1,1,2,4,2,,3,6,5,7,8,9,10,11,,,,,,,,,5,5,5,5,5,5,5,5,4,3,3,2,4,1,5,5,5,5,5,5,5,5,180,1,walks and hikes,going to playgrounds ,Forest School,Outdoor Music Class,Swimming classes ,,,,,,,2,1,3,1,4,4,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,100,0,,,,,,,0,,,,,1,,1,,1,,1,,1,,1,,1,,,,500,100,100,100,3,180,30,1,4,"6,7,8,9",0,0,0,0,0,1,1,1,1,21,100,0,0,0,,,,,5,7,4,6,2,3,1,8,,3,2,2,4,5,2,4,4,4,4,1,2,,5,2,2,5,2,1,,5,2,4,2,4,4,2,4,2,4,2,2,1,,,5,5,2,0,,10,5,5,5,2,1,6,5,5,5,2,1,,4,,1,1,5,5,5,,2,3,3,4,20,,,,,,1,2,0,1,0,0,,3,0,0,1,0,0,20,,,,20,2,1,22,3,1,2,2,240,4,3,1,1,0,,1,1,5,5,3,5,3,3,4,4,3,3,3,3,50,Asia,25,South America,15,Africa,10,2,3,4,,,,3,3,"1,2,3",1,1,1,2,0,,2,4,2,2,2,5,4,,2,9,1
100,R_1rq8Kxa5oLrPsYw,452,2,33,2,Tamil Canadian,1,2,0,0,2,,5,5,5,3,5,1,2,4,2,,,,,,2,,1,3,2,2,5,2,3,2,3,4,2,2,2,2,,2.5,4.5,7.5,8,8.5,9.5,9,11.5,,,,,,,,,5,5,5,5,5,4,5,5,5,1,1,1,1,1,5,5,5,5,2,2,2,2,300,2,,,,,,1,swimming,gymnastics,soccer,dance,,3,2,2,1,1,1,1,2,4,2,3,2,1,3,3,2,2,4,3,3,3,3,2,2,90,1,tamil,10,,,,,10,,0,5,14,1,8,1,8,1,9,1,10,1,11,1,12,2,,2,,75,100,75,76,2,600,60,5,2,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1,20,100,0,0,0,,,,,4,1,8,4,8,8,8,,3,3,2,2,4,4,4,,4,2,,,2,,4,4,,4,2,2,,3,2,5,1,5,5,2,5,2,1,5,2,3,,2,5,1,2,0,,5,5,5,3,3,1,3,5,4,3,2,2,2,4,,,5,5,3,2,3,2,2,1,5,60,2,2,4,1,1,2,4,0,0,0,1,12,3,0,0,1,0,0,15,0,0,5,10,2,1,14,1,2,2,2,300,2,9,1,1,30,3,5,4,5,1,,5,5,5,4,5,5,3,3,3,50,Caribbean ,30,India,15,Central America,5,2,1,3,,1,1,3,3,3,0,0,1,1,0,,2,4,2,2,4,5,4,1,2,11,0
100,R_2dNqILg8JJLCesB,935,1,37,2,Hispanic,1,2,1,0,2,,5,3,,2,5,5,2,3,2,,,,,,2,,1,3,2,3,1,3,4,1,1,2,3,2,2,2,,2,3,5,7,9,10,10,11,2,3,6,11,11,12,12,14,5,5,5,5,5,5,5,5,5,3,5,4,3,1,5,5,5,5,5,5,5,5,120,1,My Gym,,,,,,,,,,,1,1,4,,5,4,,2,2,3,2,1,5,2,2,2,2,2,1,4,4,4,2,1,100,0,,,,,,,0,,,,,2,,1,10,1,12,1,8,1,15,1,20,1,24,1,28,1000,100,500,500,3,550,100,2,4,"1,2,4,8",1,1,0,1,0,0,0,1,0,14,90,10,0,0,2,,,,2,1,5,3,6,4,7,,1,3,1,2,4,4,4,3,4,3,4,1,4,,5,5,3,4,2,2,,2,3,2,3,3,3,2,2,2,5,1,1,2,,2,5,5,0,0,30,12,5,4,5,5,1,24,5,5,5,2,1,,2,3,1,1,5,5,5,4,5,5,4,4,5,1,2,4,1,,1,2,0,1,0,0,24,4,0,0,0,1,0,60,,,60,10,2,1,10,1,3,2,2,280,2,4,1,1,60,26,2,5,5,1,3,4,1,3,5,5,5,2,2,4,50,Latin America,50,,,,,1,5,4,,4,4,3,3,3,0,0,1,2,0,,2,4,2,2,4,5,5,1,1,11,0
100,R_3PREotnYbG13U48,621,1,36,2,,,2,0,0,2,,6,6,,2,5,2,2,2,1,35,6,15,8,5,2,,1,2,1,1,4,4,3,1,1,2,2,2,2,2,,4,6,8,10,11,12,13,14,,,,,,,,,5,5,5,5,5,5,5,5,4,2,1,1,2,1,4,4,5,5,2,5,3,3,500,1,Swimming,Play group,,,,,,,,,,1,1,1,1,2,2,1,1,3,3,2,4,2,,4,3,4,4,2,3,4,2,4,1,100,0,,,,,,,0,,,,,1,6,1,9,1,9,1,9,1,17,1,18,,,2,,80,100,100,80,2,300,80,3,1,"1,3,4,9",1,0,1,1,0,0,0,0,1,16,100,0,0,0,,,,,,,,,,,,,,2,2,2,4,2,5,1,3,1,3,1,1,,4,5,1,3,3,1,,3,3,2,3,4,1,1,1,1,1,2,4,3,,1,5,,0,35,,4,5,4,3,4,1,6,5,4,3,3,1,3,4,2,1,2,5,5,3,,1,2,,,15,1,2,,2,,1,4,0,0,0,1,12,,,,,,,0,0,0,0,10,2,1,,1,,2,2,300,5,9,1,2,30,15,2,4,5,1,,5,3,,4,5,4,3,3,,50,,,,,,,1,2,1,,,,4,2,"1,2,3",1,1,1,1,0,,2,4,1,1,5,5,5,1,1,11,0
100,R_06PKL0WBokRRCWB,1406,1,39,2,White,0,2,0,1,2,,6,3,7,3,5,3,2,3,1,40,24,1,4,5,2,,1,1,2,2,4,1,2,2,2,3,2,2,2,2,,2,6,9,8,9,10,12,14,,,,,,,,,5,5,5,5,5,5,5,5,5,4,5,4,4,2,5,5,5,5,4,4,,,180,1,Swimming,Sportball,,,,,,,,,,1,3,5,5,5,5,2,2,3,2,3,2,1,2,2,2,2,1,1,2,4,4,2,2,80,1,French ,10,,,,,10,,0,0,0,2,,1,9,1,6,1,6,1,14,1,14,2,,1,24,2000,90,2000,2100,3,500,60,2,4,"4,9",0,0,0,1,0,0,0,0,1,7,90,10,0,0,2,,,,4,3,5,6,1,3,2,,2,5,2,2,4,5,5,4,5,5,5,1,1,2,5,5,4,5,4,2,2,4,2,4,2,4,2,1,5,2,5,1,2,1,2,3,5,5,5,1,60,9,5,4,2,4,1,8,4,3,2,2,1,2,4,2,1,1,4,4,4,4,3,2,4,4,5,1,1,5,2,4,1,2,0,1,0,0,24,4,0,0,0,1,0,120,60,,30,30,1,1,10,1,2,2,2,240,4,3,1,1,90,36,4,4,5,1,,5,5,4,4,4,4,2,2,4,60,West Indies ,40,,,,,2,4,5,3,,4,3,3,"1,2,3",1,1,1,2,10,3,2,4,1,2,2,5,4,2,4,12,1
100,R_RmF1CdS1WE2u3Op,423,2,31,2,Black,1,2,1,0,2,,5,3,2,4,3,4,2,3,2,,,,,,2,,1,1,1,2,1,1,2,1,1,1,2,2,1,2,,2,3,5,6,8,9,9,10,2,3,6,7,7,9,9,10,5,5,5,5,5,5,5,5,3,1,1,,,,2,3,3,3,2,3,3,3,300,2,,,,,,1,Dance,Swimming ,Gymnastics ,Music,,1,3,,,,,,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,1,100,0,,,,,,,0,,,,,1,10,1,11,1,12,2,,2,,2,,2,,2,,500,100,5,5,1,200,30,1,5,7,0,0,0,0,0,0,1,0,0,21,100,0,0,0,1,1,2,1,,,,,,,,,,3,2,2,4,4,2,2,2,4,4,1,2,,4,3,2,4,2,2,,3,4,3,4,4,3,2,3,3,2,2,1,3,,2,5,2,,,6,24,5,5,5,5,1,3,4,3,3,2,2,3,3,2,3,,4,4,4,2,2,,2,2,30,4,4,3,1,2,1,"3,4",0,0,1,1,13,5,0,0,0,0,1,40,0,0,10,30,2,1,9,1,2,1,1,100,1,2,1,2,100,12,2,4,4,2,4,4,4,,4,2,3,2,3,4,60,Central America ,30,Africa,10,,,2,3,,3,3,,4,3,3,0,0,1,1,0,,2,3,2,1,4,4,4,2,3,11,2
100,R_1179YDNHvOdWIGt,1591,1,27,2,Jamaican and Trinidadian and my son is also Ghanaian,1,1,0,1,2,,3,3,1,2,4,5,2,5,1,14,29,11,3,4,2,,1,2,1,1,2,2,2,2,3,2,2,2,1,2,,5,4,7,8,8,9,10,11,,,,,,,,,5,5,5,5,5,5,5,5,4,3,5,3,5,4,5,5,5,5,4,4,4,4,0,2,,,,,,1,Swimming,Martial Arts,Basketball,Soccer,,1,3,5,5,5,5,5,2,3,2,2,4,4,2,2,2,1,2,1,4,5,5,1,1,100,0,,,,,,,0,,,,,2,,1,14,1,7,1,7,1,,2,,2,,1,24,2000,100,2000,2008,3,300,60,2,5,"1,2,4,5,6,7,8,9",1,1,0,1,1,1,1,1,1,4,100,0,0,0,2,,,,,,,,,,,,,5,1,2,4,5,2,5,2,5,5,2,2,,5,5,5,5,5,2,,3,2,5,2,5,4,1,5,2,5,1,1,1,,5,5,5,10,40,70,16,5,4,5,4,1,2,5,5,3,2,1,5,5,5,1,1,5,5,5,4,2,5,5,5,5,1,1,4,1,5,1,"1,2,3",1,1,1,0,11,,,,,,,60,10,0,45,5,2,1,18,2,2,2,2,40,4,6,1,2,60,8,5,4,4,1,,5,2,4,5,4,,2,4,,60,Jamaica,15,Trinidad ,15,Africa,10,2,5,5,2,5,4,5,2,"2,3",0,1,1,2,1,1,2,2,1,2,5,5,5,1,1,11,0
100,R_1CgxrWSgg1bgH13,776,1,38,2,,,2,0,0,2,,6,6,2,2,5,4,1,5,1,15,3,24,4,5,2,,1,1,1,1,2,2,2,3,2,1,2,2,1,2,,3,3,6,8,8,9,11,12,,,,,,,,,5,5,5,5,5,5,5,5,5,4,4,3,3,1,5,5,5,5,5,5,5,5,600,1,gymnastics,soccor,music/dance,,,,,,,,,3,1,5,1,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,70,1,French,20,Hungarian,10,,,30,,0,30,0,1,4,1,6,1,10,1,10,1,24,1,15,1,22,1,25,200,80,200,400,3,700,120,2,4,,,,,,,,,,,21,80,15,5,0,,,,,5,1,6,4,2,7,3,8,2,3,2,2,4,5,5,5,5,5,5,2,2,,5,5,5,5,5,2,,4,2,2,2,2,2,2,2,2,2,2,2,2,,2,5,,50,75,,22,5,5,5,5,1,5,5,5,5,5,2,3,3,4,1,1,5,5,5,3,3,2,2,4,2,2,2,2,2,2,1,"1,2,3",1,1,1,0,12,5,0,0,0,0,1,120,,,60,60,1,3,,3,2,2,2,600,,12,1,2,300,12,1,1,4,1,3,5,3,3,4,3,3,3,3,3,65,,,,,,,2,3,3,3,3,3,3,3,"1,2,3",1,1,1,2,0,,2,3,2,2,2,2,2,2,2,10,1
